insurance,owner_type,transmission_type,resale_price_Lakh
Comprehensive,Second Owner,Automatic,7.08
Zero Dep,First Owner,Automatic,6.94
Third Party,First Owner,Manual,5.7
Third Party,First Owner,Manual,16.42
Third Party,First Owner,Manual,4.55
Third Party,First Owner,Manual,2.6
Third Party,Second Owner,Automatic,33.0
Third Party,Second Owner,Manual,3.5
Comprehensive,First Owner,Automatic,9.25
Third Party,First Owner,Automatic,15.9
Third Party,First Owner,Manual,6.5
Third Party,First Owner,Manual,3.52
Comprehensive,First Owner,Manual,4.25
Zero Dep,First Owner,Manual,4.38
Not Available,First Owner,Manual,7.79
Third Party,First Owner,Manual,6.95
Third Party,First Owner,Manual,1.7
Third Party,First Owner,Manual,7.72
Third Party,First Owner,Manual,2.0
Third Party,First Owner,Manual,9.55
Comprehensive,Second Owner,Automatic,36.85
Third Party,First Owner,Manual,5.59
Third Party,First Owner,Manual,3.7
Third Party,First Owner,Manual,4.0
Third Party,Second Owner,Manual,8.27
Comprehensive,First Owner,Manual,8.5
Comprehensive,First Owner,Automatic,26.5
Comprehensive,First Owner,Manual,2.92
Comprehensive,First Owner,Automatic,15.07
Third Party,First Owner,Manual,3.16
Third Party,First Owner,Manual,3.95
Comprehensive,First Owner,Manual,7.0
Third Party,First Owner,Manual,8.5
Zero Dep,First Owner,Automatic,6.14
Third Party,First Owner,Manual,3.26
Third Party,Third Owner,Manual,3.0
Comprehensive,First Owner,Automatic,22.99
Comprehensive,Second Owner,Automatic,4.4
Comprehensive,First Owner,Automatic,13.75
Comprehensive,First Owner,Automatic,29.9
Third Party,First Owner,Manual,5.8
Comprehensive,First Owner,Manual,2.95
Third Party,First Owner,Manual,1.5
Third Party,Second Owner,Manual,5.17
Comprehensive,First Owner,Manual,4.92
Comprehensive,First Owner,Manual,5.56
Third Party,Second Owner,Manual,2.97
Third Party,Second Owner,Manual,1.55
Third Party,First Owner,Manual,10.0
Third Party,First Owner,Manual,14.9
Third Party,Second Owner,Manual,4.0
Comprehensive,First Owner,Manual,4.25
Third Party,First Owner,Automatic,9.25
Comprehensive,First Owner,Automatic,7.45
Comprehensive,First Owner,Manual,11.5
Zero Dep,First Owner,Manual,6.08
Comprehensive,First Owner,Manual,13.5
Third Party,First Owner,Manual,8.0
Comprehensive,Second Owner,Automatic,3.4
Third Party,Second Owner,Automatic,6.0
Third Party,Second Owner,Manual,3.79
Comprehensive,First Owner,Manual,14.51
Comprehensive,First Owner,Manual,6.24
Third Party,First Owner,Manual,4.0
Comprehensive,First Owner,Automatic,9.23
Comprehensive,First Owner,Manual,4.26
Zero Dep,First Owner,Automatic,3.99
Third Party,First Owner,Manual,2.3
Third Party,First Owner,Automatic,9.13
Comprehensive,First Owner,Manual,4.25
Third Party,Second Owner,Manual,2.21
Third Party,First Owner,Automatic,4.88
Third Party,Second Owner,Manual,3.4
Third Party,First Owner,Manual,3.15
Third Party,First Owner,Automatic,11.0
Third Party,Second Owner,Automatic,8.5
Third Party,Second Owner,Automatic,2.0
Third Party,Second Owner,Manual,1.8
Third Party,First Owner,Manual,5.75
Comprehensive,First Owner,Automatic,5.95
Not Available,First Owner,Manual,2.61
Third Party,First Owner,Manual,5.46
Third Party,First Owner,Manual,6.5
Third Party,Third Owner,Automatic,1.5
Comprehensive,First Owner,Automatic,6.21
Comprehensive,Second Owner,Manual,11.95
Third Party,Second Owner,Manual,6.1
Comprehensive,First Owner,Manual,4.5
Comprehensive,First Owner,Manual,13.26
Comprehensive,Second Owner,Manual,6.44
Comprehensive,First Owner,Automatic,17.45
Third Party,First Owner,Manual,7.5
Third Party,First Owner,Manual,5.21
Third Party,First Owner,Manual,6.08
Third Party,First Owner,Manual,1.9
Third Party,First Owner,Manual,3.75
Third Party,Second Owner,Manual,2.55
Third Party,First Owner,Manual,5.21
Third Party,First Owner,Manual,5.46
Comprehensive,First Owner,Manual,5.65
Third Party,First Owner,Manual,7.35
Zero Dep,First Owner,Manual,5.2
Third Party,First Owner,Manual,10.8
Zero Dep,First Owner,Automatic,8.25
Third Party,First Owner,Automatic,7.1
Third Party,Second Owner,Manual,7.0
Third Party,First Owner,Manual,5.56
Third Party,First Owner,Manual,3.55
Comprehensive,First Owner,Automatic,28.25
Third Party,First Owner,Manual,3.61
Third Party,Third Owner,Manual,2.8
Comprehensive,First Owner,Manual,5.25
Third Party,Second Owner,Automatic,4.01
Not Available,Second Owner,Manual,3.71
Comprehensive,First Owner,Manual,6.04
Third Party,Second Owner,Manual,7.0
Third Party,First Owner,Manual,7.0
Third Party,First Owner,Manual,3.8
Third Party,First Owner,Automatic,18.09
Third Party,First Owner,Manual,3.5
Third Party,Second Owner,Automatic,6.0
Third Party,First Owner,Manual,8.95
Third Party,Second Owner,Manual,10.19
Third Party,First Owner,Manual,13.0
Third Party,Second Owner,Manual,5.75
Third Party,First Owner,Manual,1.25
Third Party,Second Owner,Manual,3.49
Third Party,First Owner,Automatic,4.19
Comprehensive,First Owner,Manual,2.21
Third Party,Second Owner,Automatic,9.45
Comprehensive,First Owner,Manual,5.67
Third Party,First Owner,Manual,7.5
Third Party,First Owner,Automatic,13.17
Third Party,First Owner,Manual,0.7
Comprehensive,First Owner,Manual,4.75
Third Party,Second Owner,Manual,7.93
Third Party,First Owner,Manual,1.25
Third Party,Second Owner,Manual,4.3
Comprehensive,First Owner,Automatic,72.9
Comprehensive,First Owner,Automatic,6.5
Zero Dep,First Owner,Manual,7.39
Third Party,Second Owner,Manual,3.0
Zero Dep,First Owner,Automatic,14.77
Third Party,First Owner,Automatic,17.5
Comprehensive,Second Owner,Manual,3.44
Third Party,Fourth Owner,Manual,3.8
Zero Dep,First Owner,Manual,7.43
Third Party,Second Owner,Manual,2.5
Not Available,First Owner,Manual,3.25
Not Available,First Owner,Manual,18.0
Third Party,First Owner,Manual,5.0
Third Party,First Owner,Manual,5.5
Comprehensive,Second Owner,Manual,7.99
Third Party,Second Owner,Manual,5.25
Third Party,Second Owner,Manual,10.5
Third Party,Third Owner,Manual,1.75
Third Party,First Owner,Automatic,7.5
Third Party,Fourth Owner,Manual,3.2
Third Party,First Owner,Automatic,21.4
Third Party,First Owner,Manual,3.1
Comprehensive,First Owner,Manual,7.75
Comprehensive,First Owner,Automatic,10.52
Comprehensive,First Owner,Automatic,48.99
Third Party,First Owner,Manual,5.1
Third Party,Second Owner,Manual,6.3
Comprehensive,First Owner,Manual,5.98
Third Party,First Owner,Manual,2.4
Third Party,First Owner,Automatic,11.64
Third Party,First Owner,Manual,1.5
Third Party,First Owner,Manual,14.0
Comprehensive,First Owner,Automatic,5.5
Comprehensive,First Owner,Automatic,5.42
Comprehensive,First Owner,Manual,4.51
Zero Dep,First Owner,Automatic,15.74
Comprehensive,Second Owner,Manual,2.81
Comprehensive,Second Owner,Manual,3.25
Comprehensive,First Owner,Manual,9.75
Comprehensive,First Owner,Manual,6.18
Third Party,First Owner,Manual,4.62
Third Party,Second Owner,Automatic,24.5
Zero Dep,First Owner,Manual,8.49
Third Party,First Owner,Automatic,11.5
Comprehensive,Second Owner,Manual,12.25
Comprehensive,First Owner,Manual,5.1
Third Party,First Owner,Manual,5.5
Third Party,First Owner,Automatic,17.5
Third Party,Second Owner,Manual,5.65
Comprehensive,First Owner,Manual,3.65
Comprehensive,Second Owner,Manual,3.95
Comprehensive,First Owner,Automatic,11.5
Comprehensive,Second Owner,Automatic,19.75
Third Party,First Owner,Automatic,18.75
Third Party,First Owner,Manual,4.0
Comprehensive,First Owner,Automatic,7.78
Third Party,First Owner,Manual,2.0
Third Party,First Owner,Manual,6.99
Third Party,First Owner,Manual,4.0
Third Party,First Owner,Manual,3.34
Comprehensive,Second Owner,Automatic,35.0
Comprehensive,First Owner,Manual,4.68
Third Party,First Owner,Automatic,7.6
Third Party,First Owner,Automatic,7.62
Comprehensive,First Owner,Manual,7.4
Third Party,Second Owner,Manual,5.0
Comprehensive,First Owner,Manual,6.71
Third Party,First Owner,Manual,3.81
Third Party,First Owner,Manual,2.1
Third Party,First Owner,Manual,2.5
Comprehensive,First Owner,Manual,2.95
Third Party,First Owner,Manual,12.0
Third Party,First Owner,Manual,9.8
Comprehensive,First Owner,Automatic,19.75
Comprehensive,First Owner,Manual,9.5
Comprehensive,First Owner,Manual,7.01
Comprehensive,First Owner,Manual,8.75
Comprehensive,First Owner,Manual,4.23
Third Party,First Owner,Manual,2.68
Third Party,Second Owner,Manual,4.25
Comprehensive,First Owner,Manual,3.0
Comprehensive,First Owner,Manual,5.13
Third Party,First Owner,Manual,4.98
Third Party,Second Owner,Manual,1.3
Third Party,Second Owner,Manual,3.3
Third Party,First Owner,Manual,5.0
Not Available,Second Owner,Automatic,14.0
Third Party,Second Owner,Manual,4.4
Comprehensive,Second Owner,Manual,2.99
Third Party,First Owner,Manual,9.85
Zero Dep,First Owner,Manual,7.73
Third Party,First Owner,Manual,3.16
Third Party,First Owner,Manual,6.5
Third Party,First Owner,Manual,15.3
Third Party,First Owner,Manual,4.58
Comprehensive,First Owner,Automatic,77.0
Third Party,First Owner,Automatic,7.51
Zero Dep,First Owner,Manual,5.58
Comprehensive,Second Owner,Manual,5.45
Third Party,Third Owner,Manual,3.13
Third Party,Second Owner,Manual,2.7
Third Party,Second Owner,Manual,2.6
Third Party,First Owner,Automatic,12.0
Comprehensive,First Owner,Automatic,11.86
Third Party,First Owner,Manual,4.96
Third Party,First Owner,Manual,9.0
Comprehensive,First Owner,Automatic,8.9
Comprehensive,First Owner,Automatic,6.5
Comprehensive,First Owner,Manual,4.73
Third Party,First Owner,Manual,1.35
Third Party,First Owner,Manual,3.0
Third Party,First Owner,Automatic,4.8
Third Party,Second Owner,Manual,9.0
Third Party,Second Owner,Manual,5.91
Comprehensive,Second Owner,Automatic,3.32
Third Party,First Owner,Automatic,6.03
Comprehensive,First Owner,Manual,5.05
Not Available,Third Owner,Manual,3.0
Third Party,First Owner,Manual,7.05
Third Party,First Owner,Manual,11.95
Third Party,Second Owner,Manual,4.0
Third Party,First Owner,Manual,5.5
Comprehensive,Second Owner,Manual,3.1
Comprehensive,First Owner,Manual,6.06
Third Party,Second Owner,Manual,2.4
Third Party,Third Owner,Manual,4.5
Zero Dep,First Owner,Automatic,7.2
Comprehensive,First Owner,Manual,2.53
Comprehensive,First Owner,Automatic,64.0
Third Party,Second Owner,Automatic,15.75
Third Party,First Owner,Manual,4.11
Not Available,Third Owner,Manual,2.24
Third Party,First Owner,Manual,4.75
Comprehensive,Second Owner,Manual,2.45
Comprehensive,First Owner,Manual,3.25
Comprehensive,Second Owner,Automatic,17.75
Comprehensive,First Owner,Automatic,12.7
Comprehensive,Second Owner,Manual,4.0
Third Party,First Owner,Manual,5.03
Third Party,Second Owner,Manual,5.0
Third Party,Second Owner,Automatic,7.0
Comprehensive,First Owner,Automatic,25.5
Third Party,Second Owner,Manual,2.0
Not Available,First Owner,Manual,4.5
Third Party,First Owner,Manual,3.15
Third Party,First Owner,Manual,5.99
Third Party,Second Owner,Manual,1.5
Comprehensive,First Owner,Manual,3.75
Third Party,First Owner,Manual,3.3
Third Party,First Owner,Manual,9.25
Third Party,Second Owner,Manual,3.09
Third Party,First Owner,Automatic,15.1
Comprehensive,First Owner,Automatic,17.45
Comprehensive,First Owner,Manual,21.75
Third Party,First Owner,Manual,3.9
Third Party,First Owner,Manual,3.4
Not Available,First Owner,Automatic,16.0
Comprehensive,First Owner,Automatic,2.75
Third Party,First Owner,Manual,2.42
Third Party,First Owner,Manual,3.2
Comprehensive,First Owner,Manual,9.35
Third Party,First Owner,Automatic,5.4
Not Available,First Owner,Manual,4.0
Third Party,First Owner,Manual,2.49
Zero Dep,First Owner,Manual,8.86
Third Party,First Owner,Manual,3.37
Comprehensive,First Owner,Automatic,5.9
Third Party,First Owner,Manual,2.1
Comprehensive,First Owner,Manual,4.43
Third Party,First Owner,Manual,9.25
Third Party,First Owner,Manual,6.9
Third Party,Second Owner,Manual,4.0
Comprehensive,Second Owner,Manual,13.5
Third Party,Second Owner,Manual,6.46
Not Available,Second Owner,Manual,3.66
Comprehensive,First Owner,Manual,8.99
Comprehensive,First Owner,Automatic,6.1
Comprehensive,First Owner,Manual,10.75
Comprehensive,First Owner,Manual,3.85
Third Party,First Owner,Automatic,15.9
Third Party,First Owner,Manual,7.4
Zero Dep,First Owner,Manual,6.13
Third Party,Third Owner,Manual,1.4
Third Party,First Owner,Manual,3.25
Comprehensive,Second Owner,Manual,4.7
Third Party,First Owner,Manual,3.0
Third Party,Second Owner,Manual,1.45
Third Party,First Owner,Manual,25.5
Third Party,First Owner,Manual,2.8
Comprehensive,First Owner,Manual,1.45
Third Party,Fourth Owner,Manual,1.0
Third Party,First Owner,Automatic,34.75
Third Party,First Owner,Automatic,18.25
Comprehensive,First Owner,Automatic,8.99
Third Party,Second Owner,Manual,7.51
Third Party,Third Owner,Manual,2.2
Third Party,First Owner,Manual,1.8
Third Party,First Owner,Automatic,12.5
Comprehensive,First Owner,Automatic,95.0
Comprehensive,First Owner,Manual,7.05
Third Party,First Owner,Automatic,3.26
Third Party,Third Owner,Manual,3.2
Comprehensive,First Owner,Manual,9.5
Comprehensive,First Owner,Manual,3.31
Third Party,First Owner,Manual,6.52
Comprehensive,Second Owner,Manual,5.5
Third Party,First Owner,Manual,3.65
Comprehensive,First Owner,Manual,6.6
Third Party,Second Owner,Manual,2.5
Third Party,First Owner,Manual,6.5
Zero Dep,Second Owner,Automatic,4.66
Third Party,First Owner,Manual,4.11
Comprehensive,First Owner,Manual,4.04
Comprehensive,First Owner,Manual,4.17
Third Party,First Owner,Manual,6.27
Third Party,First Owner,Manual,4.5
Comprehensive,First Owner,Automatic,14.9
Third Party,Third Owner,Automatic,1.5
Third Party,First Owner,Manual,6.99
Third Party,Second Owner,Manual,3.95
Third Party,First Owner,Manual,6.55
Comprehensive,Second Owner,Automatic,20.5
Comprehensive,First Owner,Manual,5.63
Third Party,Second Owner,Manual,9.75
Comprehensive,Third Owner,Automatic,17.95
Zero Dep,First Owner,Manual,5.92
Not Available,First Owner,Manual,8.5
Third Party,First Owner,Manual,6.59
Comprehensive,First Owner,Manual,3.22
Comprehensive,First Owner,Automatic,7.24
Comprehensive,First Owner,Automatic,5.85
Comprehensive,First Owner,Manual,6.71
Third Party,First Owner,Manual,7.1
Third Party,First Owner,Manual,4.35
Comprehensive,Second Owner,Automatic,14.0
Third Party,First Owner,Manual,6.0
Comprehensive,First Owner,Manual,5.65
Third Party,First Owner,Manual,1.3
Zero Dep,First Owner,Manual,6.9
Third Party,Second Owner,Manual,3.25
Third Party,First Owner,Manual,7.5
Third Party,Second Owner,Manual,1.85
Third Party,First Owner,Manual,4.21
Zero Dep,First Owner,Manual,5.61
Comprehensive,First Owner,Manual,3.38
Third Party,Third Owner,Manual,1.45
Third Party,Second Owner,Manual,0.99999
Comprehensive,First Owner,Manual,6.53
Third Party,First Owner,Manual,5.75
Third Party,First Owner,Manual,3.7
Comprehensive,First Owner,Manual,2.5
Comprehensive,Second Owner,Manual,10.88
Third Party,First Owner,Manual,2.0
Comprehensive,First Owner,Manual,2.95
Third Party,Fourth Owner,Manual,1.8
Comprehensive,First Owner,Manual,5.65
Comprehensive,First Owner,Manual,10.5
Third Party,Second Owner,Manual,2.48
Third Party,Second Owner,Manual,1.6
Third Party,Third Owner,Manual,5.46
Third Party,First Owner,Automatic,30.0
Comprehensive,First Owner,Automatic,35.5
Third Party,Third Owner,Manual,4.7
Third Party,First Owner,Manual,5.2
Third Party,First Owner,Automatic,4.8
Third Party,First Owner,Manual,0.85
Third Party,First Owner,Manual,8.84
Third Party,First Owner,Manual,12.9
Comprehensive,First Owner,Manual,4.69
Third Party,First Owner,Manual,6.0
Third Party,First Owner,Manual,6.5
Third Party,First Owner,Automatic,7.5
Comprehensive,First Owner,Manual,5.21
Third Party,Second Owner,Automatic,13.0
Third Party,Second Owner,Automatic,10.27
Comprehensive,First Owner,Manual,6.82
Third Party,First Owner,Automatic,13.26
Third Party,Second Owner,Automatic,23.45
Third Party,First Owner,Manual,22.5
Comprehensive,Second Owner,Manual,6.43
Zero Dep,First Owner,Automatic,7.28
Third Party,Second Owner,Manual,6.0
Comprehensive,First Owner,Manual,7.55
Comprehensive,First Owner,Manual,12.44
Third Party,First Owner,Automatic,6.91
Comprehensive,First Owner,Manual,5.99
Comprehensive,First Owner,Manual,3.91
Third Party,First Owner,Manual,2.66
Comprehensive,First Owner,Manual,5.35
Third Party,First Owner,Manual,4.0
Third Party,First Owner,Manual,3.15
Third Party,First Owner,Manual,0.69
Third Party,First Owner,Manual,11.79
Third Party,Second Owner,Manual,2.7
Not Available,Second Owner,Manual,4.42
Comprehensive,First Owner,Manual,8.75
Third Party,First Owner,Manual,6.67
Comprehensive,First Owner,Manual,4.24
Third Party,First Owner,Manual,6.95
Third Party,Second Owner,Manual,3.79
Comprehensive,First Owner,Automatic,15.0
Comprehensive,First Owner,Manual,4.97
Third Party,Second Owner,Manual,1.75
Third Party,Third Owner,Automatic,1.8
Comprehensive,First Owner,Manual,6.5
Third Party,First Owner,Manual,7.0
Comprehensive,First Owner,Automatic,19.5
Third Party,First Owner,Automatic,6.25
Third Party,First Owner,Automatic,24.99
Third Party,First Owner,Automatic,7.84
Third Party,First Owner,Manual,3.55
Third Party,First Owner,Manual,6.7
Third Party,First Owner,Manual,7.55
Zero Dep,First Owner,Manual,5.81
Third Party,Second Owner,Manual,0.7
Third Party,First Owner,Manual,16.0
Comprehensive,First Owner,Manual,2.21
Third Party,First Owner,Manual,5.3
Third Party,First Owner,Manual,6.26
Third Party,First Owner,Manual,5.73
Third Party,Second Owner,Automatic,6.18
Third Party,First Owner,Manual,4.56
Third Party,Second Owner,Automatic,46.5
Comprehensive,Second Owner,Manual,8.8
Third Party,First Owner,Manual,17.5
Not Available,First Owner,Manual,5.64
Comprehensive,First Owner,Manual,6.18
Comprehensive,First Owner,Manual,5.1
Third Party,First Owner,Manual,4.0
Zero Dep,Second Owner,Manual,6.82
Comprehensive,First Owner,Manual,4.69
Third Party,Second Owner,Manual,4.75
Comprehensive,First Owner,Manual,9.99
Comprehensive,Second Owner,Manual,5.95
Third Party,First Owner,Manual,5.5
Third Party,First Owner,Manual,4.5
Third Party,First Owner,Automatic,3.81
Third Party,First Owner,Automatic,13.5
Comprehensive,First Owner,Manual,2.5
Third Party,First Owner,Manual,3.4
Comprehensive,First Owner,Manual,4.28
Third Party,Second Owner,Manual,5.3
Third Party,First Owner,Automatic,6.76
Third Party,First Owner,Manual,10.25
